QuoteID,Quote,SupportingText,Audience,TopicCategory,Topic,Theme,SourceType,InspiredBy,Author,AttributionNote,OriginalTheme,SourceURL,Occasion,IllustrationTags,SourceLibrary,SourceFile,DuplicateOf,CandidateQuote,WordCount,QualityStatus,ReviewFlags
SG107,Your best work needs time long enough for your mind to stop switching contexts.,Your mind needs uninterrupted space to do its strongest work.,All,Business,Execution,Discipline & Action,inspired_by,Deep Work,Cal Newport,,Focus & Productivity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Your best work needs enough uninterrupted time for your mind to stop switching contexts.,14,approved,
SG108,Busyness can look productive while quietly preventing important work.,Movement is not always progress; protect time for meaningful work.,All,Business,Execution,Discipline & Action,inspired_by,Deep Work,Cal Newport,,Focus & Productivity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Busyness can look productive while quietly preventing important work.,9,approved,
SG109,Train focus like a skill instead of waiting for perfect concentration.,The practical thread here points back to execution.,All,Business,Execution,Discipline & Action,inspired_by,Deep Work,Cal Newport,,Focus & Productivity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Train focus like a skill instead of waiting for perfect concentration.,11,approved,
SG110,Every unnecessary interruption has a recovery cost.,Think of this as a note about execution.,All,Business,Execution,Discipline & Action,inspired_by,Deep Work,Cal Newport,,Focus & Productivity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Every unnecessary interruption has a recovery cost.,7,approved,
SG111,Depth creates value that constant responsiveness rarely matches.,The practical meaning stays close to execution.,All,Business,Execution,Discipline & Action,inspired_by,Deep Work,Cal Newport,,Focus & Productivity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Depth creates value that constant responsiveness rarely matches.,8,approved,
SG112,A focused hour can outperform several fragmented ones.,The core is keeping execution in view.,All,Business,Execution,Discipline & Action,inspired_by,Deep Work,Cal Newport,,Focus & Productivity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,A focused hour can outperform several fragmented ones.,8,approved,
SG113,Every yes spends a piece of your finite life.,"In everyday life, this keeps the focus on execution.",All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Every yes spends a piece of your finite life.,9,approved,
SG114,Do fewer things deliberately instead of many things resentfully.,It helps to read this as a note on execution.,All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Do fewer things deliberately instead of many things resentfully.,9,approved,
SG115,"If a commitment is not important enough, make room by declining it.",The message gets clearer when you name execution.,All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,"If a commitment is not important enough, make room by declining it.",12,approved,
SG116,Clarity appears when you separate what matters from what merely makes noise.,"In practice, the message keeps returning to execution.",All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Clarity appears when you separate what matters from what merely makes noise.,12,approved,
SG117,Protect the vital few from the convenient many.,Keep the attention on execution in ordinary moments.,All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Protect the vital few from the convenient many.,8,approved,
SG118,Space in your schedule is not waste; it is capacity for what matters.,The useful part is keeping execution close to daily choices.,All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Space in your schedule is not waste; it is capacity for what matters.,13,approved,
SG119,A disciplined no can preserve a more meaningful yes.,The message makes more sense with execution in mind.,All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,A disciplined no can preserve a more meaningful yes.,9,approved,
SG120,Simplicity becomes powerful when it is guided by purpose.,"In real life, the message points toward execution.",All,Business,Execution,Discipline & Action,inspired_by,Essentialism,Greg McKeown,,Priorities & Simplicity,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Simplicity becomes powerful when it is guided by purpose.,9,approved,
SG121,Progress accelerates when one important action receives your best attention first.,The everyday value comes from paying attention to execution.,All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Progress accelerates when one important action receives your best attention first.,11,approved,
SG122,Ask which task would make the rest easier instead of treating every task equally.,"At heart, this is about execution.",All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Ask which task would make the rest easier instead of treating every task equally.,14,approved,
SG123,Big results are often built through a sequence of well-chosen priorities.,A useful takeaway is to keep execution in sight.,All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Big results are often built through a sequence of well-chosen priorities.,11,approved,
SG124,Multitasking can create motion without meaningful advancement.,The point here is to keep noticing execution.,All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Multitasking can create motion without meaningful advancement.,7,approved,
SG125,Protect the work that creates leverage before checking the work that creates noise.,The thread running through this points back to execution.,All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Protect the work that creates leverage before checking the work that creates noise.,13,approved,
SG126,Focus becomes easier when your calendar reflects your stated priority.,What this brings into focus is the importance of execution.,All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Focus becomes easier when your calendar reflects your stated priority.,10,approved,
SG127,One finished priority is worth more than several impressive beginnings.,The core message keeps returning to execution.,All,Business,Execution,Discipline & Action,inspired_by,The ONE Thing,Gary Keller & Jay Papasan,,Focus & Prioritization,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,One finished priority is worth more than several impressive beginnings.,10,approved,
SG128,Your mind is better at creating ideas than storing every reminder.,There is a practical focus here on execution.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Your mind is better at creating ideas than storing every reminder.,11,approved,
SG129,Capture commitments somewhere reliable so your brain can stop rehearsing them.,The clearest everyday thread points back to execution.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Capture commitments somewhere reliable so your brain can stop rehearsing them.,11,approved,
SG130,A vague task creates more stress than a clearly defined next action.,A simple way to hold this is to remember execution.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,A vague task creates more stress than a clearly defined next action.,12,approved,
SG131,"Organize work by what can actually be done, not by what sounds important.",A useful place to start is by noticing execution.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,"Organize work by what can actually be done, not by what sounds important.",13,approved,
SG132,Regular review turns lists into a trusted system instead of a digital junk drawer.,A useful question is how to make room for execution.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Regular review turns lists into a trusted system instead of a digital junk drawer.,14,approved,
SG133,Clarity reduces the mental weight of unfinished obligations.,This comes down to execution in real life.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Clarity reduces the mental weight of unfinished obligations.,8,approved,
SG134,Decide the next physical step before a project becomes intimidating.,The point lands on execution in everyday life.,All,Business,Execution,Discipline & Action,inspired_by,Getting Things Done,David Allen,,Organization & Execution,,,"work,planning,action",self_growth,data/library/self_growth_part_02.csv,,Decide the next physical step before a project becomes intimidating.,10,approved,
SG135,Long-term effort can matter more than early brilliance.,The message keeps resilience close to everyday life.,All,Mindset,Resilience,Resilience,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Long-term effort can matter more than early brilliance.,8,approved,
SG136,Passion becomes powerful when it survives boredom and repetition.,What this brings into focus is the importance of resilience.,All,Mindset,Resilience,Resilience,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Passion becomes powerful when it survives boredom and repetition.,9,approved,
SG137,Practice improves when it targets weaknesses instead of only repeating strengths.,The thread running through this points back to resilience.,All,Mindset,Resilience,Resilience,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Practice improves when it targets weaknesses instead of only repeating strengths.,11,approved,
SG138,Persistence is easier when the goal connects to something larger than ego.,The point lands on resilience in everyday life.,All,Mindset,Resilience,Resilience,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Persistence is easier when the goal connects to something larger than ego.,12,approved,
SG139,Talent opens a door; sustained effort determines how far you walk.,"At heart, this is about resilience.",All,Mindset,Resilience,Resilience,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Talent opens a door; sustained effort determines how far you walk.,11,approved,
SG140,Do not confuse a difficult season with a wrong purpose.,This offers a practical lens for thinking about resilience.,All,Mindset,Resilience,Resilience,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Do not confuse a difficult season with a wrong purpose.,10,approved,negative_command_opener
SG141,Consistency over years can create advantages that intensity over weeks cannot.,What matters here is keeping resilience in view.,All,Mindset,Resilience,Discipline & Action,inspired_by,Grit,Angela Duckworth,,Perseverance & Skill,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_02.csv,,Consistency over years can create advantages that intensity over weeks cannot.,11,approved,
SG142,Courage often begins where the possibility of embarrassment appears.,The first brave step often feels awkward before empowering.,All,Mindset,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,Courage often begins where the possibility of embarrassment appears.,9,approved,
SG143,Vulnerability is not the absence of strength; it is strength without armour.,Being open can require more courage than appearing invulnerable.,All,Mindset,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,Vulnerability is not the absence of strength; it is strength without armour.,12,approved,
SG144,Connection becomes deeper when performance stops controlling every conversation.,Connection grows when you stop trying to manage every impression.,All,Mindset,Courage,Discipline & Action,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,Connection becomes deeper when performance stops controlling every conversation.,9,approved,
SG145,Shame loses some power when it is met with honest language and safe people.,Safe conversations can shrink the power of hidden shame.,All,Mindset,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,Shame loses some power when it is met with honest language and safe people.,14,approved,
SG146,Do not wait to feel invulnerable before doing something brave.,What this brings into focus is the importance of courage.,All,Mindset,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,Do not wait to feel invulnerable before doing something brave.,10,approved,negative_command_opener
SG147,"Being seen honestly is riskier than being impressive, but often far more meaningful.",The clearest thread here points toward courage.,All,Mindset,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,"Being seen honestly is riskier than being impressive, but often far more meaningful.",13,approved,
SG148,Wholehearted living requires the courage to be imperfect in public.,The message points back to courage in practice.,All,Mindset,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,,Vulnerability & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_02.csv,,Wholehearted living requires the courage to be imperfect in public.,10,approved,
SG149,Leadership begins when difficult conversations stop being postponed.,The message brings attention back to leadership.,All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_02.csv,,Leadership begins when difficult conversations stop being postponed.,8,approved,
SG150,Clear expectations are kinder than avoidable confusion.,"In plain terms, this comes back to leadership.",All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_02.csv,,Clear expectations are kinder than avoidable confusion.,7,approved,
SG151,Trust grows through small behaviours long before it becomes a big word.,"At its simplest, this is about leadership.",All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_03.csv,,Trust grows through small behaviours long before it becomes a big word.,12,approved,
SG152,A brave leader makes room for truth that may be uncomfortable to hear.,What stays with you is the focus on leadership.,All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_03.csv,,A brave leader makes room for truth that may be uncomfortable to hear.,13,approved,
SG153,Vulnerability in leadership means admitting uncertainty without abandoning responsibility.,The practical point here keeps the focus on leadership.,All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_03.csv,,Vulnerability in leadership means admitting uncertainty without abandoning responsibility.,9,approved,
SG154,Feedback works better when dignity survives the conversation.,It helps to read this as a note on leadership.,All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_03.csv,,Feedback works better when dignity survives the conversation.,8,approved,
SG155,"Strong cultures are built where courage is practiced, not merely praised.",The everyday meaning comes back to leadership.,All,Business,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,,Leadership & Courage,,,"leader,team,meeting",self_growth,data/library/self_growth_part_03.csv,,"Strong cultures are built where courage is practiced, not merely praised.",11,approved,
SG156,Belonging becomes exhausting when it requires pretending to be someone else.,"Belonging should feel like home, not like a performance.",All,Mindset,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,Belonging becomes exhausting when it requires pretending to be someone else.,11,approved,
SG157,Your worth is not waiting at the end of a perfect performance.,"Worth is something you carry, not something you earn.",All,Mindset,Authenticity & Identity,Discipline & Action,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,Your worth is not waiting at the end of a perfect performance.,12,approved,
SG158,Let go of the life designed to impress and pay attention to the one that feels true.,A true life feels better than an impressive one.,All,Mindset,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,Let go of the life designed to impress and pay attention to the one that feels true.,17,approved,
SG159,Self-compassion creates more room for change than constant self-criticism.,Growth becomes easier when your inner voice becomes kinder.,All,Mindset,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,Self-compassion creates more room for change than constant self-criticism.,9,approved,
SG160,"Rest, play, and creativity are not rewards for finishing life.",A grounded reading keeps the focus on authenticity and identity.,All,Mindset,Authenticity & Identity,Peace & Letting Go,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,"Rest, play, and creativity are not rewards for finishing life.",10,approved,
SG161,Authenticity is a practice of choosing honesty over approval.,There is a practical focus here on authenticity and identity.,All,Mindset,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,Authenticity is a practice of choosing honesty over approval.,9,approved,
SG162,"Imperfection is part of being human, not evidence that you failed at it.",Keep the attention on authenticity and identity in ordinary moments.,All,Mindset,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,,Authenticity & Self-Worth,,,"confidence,alone,friends",self_growth,data/library/self_growth_part_03.csv,,"Imperfection is part of being human, not evidence that you failed at it.",13,approved,
SG163,Act before hesitation turns a small decision into a long negotiation.,This is really a reminder about courage.,All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Act before hesitation turns a small decision into a long negotiation.,11,approved,
SG164,Courage becomes easier when the first step is made quickly.,"In plain terms, this comes back to courage.",All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Courage becomes easier when the first step is made quickly.,10,approved,
SG165,Your feelings do not need to vote on every useful action.,This comes down to courage in real life.,All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Your feelings do not need to vote on every useful action.,11,approved,
SG166,Interrupt the delay pattern before your mind builds a convincing excuse.,The thought here stays grounded in courage.,All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Interrupt the delay pattern before your mind builds a convincing excuse.,11,approved,
SG167,Momentum often begins with a tiny physical move.,The point gets clearer when you name courage.,All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Momentum often begins with a tiny physical move.,8,approved,
SG168,Confidence grows after action more often than before it.,The point feels less abstract when you notice courage.,All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Confidence grows after action more often than before it.,9,approved,
SG169,Train yourself to move when instinct says go and fear says later.,The message makes more sense with courage in mind.,All,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",self_growth,data/library/self_growth_part_03.csv,,Train yourself to move when instinct says go and fear says later.,12,approved,
SG170,Other people's choices become less exhausting when you stop trying to manage them.,The message gets clearer when you name peace.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,Other people's choices become less exhausting when you stop trying to manage them.,13,approved,
SG171,Let behaviour give you information instead of endless arguments.,What matters here is keeping peace in view.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,Let behaviour give you information instead of endless arguments.,9,approved,
SG172,Freedom grows when you return attention to what is actually yours to control.,This message feels easier to apply with peace in view.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,Freedom grows when you return attention to what is actually yours to control.,13,approved,aggressive_tone
SG173,People are allowed to misunderstand you; you are allowed to continue anyway.,The real-world focus here stays on peace.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,People are allowed to misunderstand you; you are allowed to continue anyway.,12,approved,
SG174,"Stop spending energy forcing closeness, approval, or agreement.",What stays with you is the focus on peace.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,"Stop spending energy forcing closeness, approval, or agreement.",8,approved,
SG175,Acceptance of reality is not approval of it; it is the beginning of a useful response.,The point gets clearer when you name peace.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,Acceptance of reality is not approval of it; it is the beginning of a useful response.,16,approved,
SG176,Release control over others and become more responsible for your own next move.,The message makes more sense with peace in mind.,All,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Boundaries & Control,,,"meditation,nature,quiet",self_growth,data/library/self_growth_part_03.csv,,Release control over others and become more responsible for your own next move.,13,approved,aggressive_tone
SG177,Some obstacles repeat because a protective pattern has outlived the danger that created it.,The core message keeps returning to mental health.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,Some obstacles repeat because a protective pattern has outlived the danger that created it.,14,approved,
SG178,Self-sabotage often makes sense once you understand what it is trying to protect.,The point gets clearer when you name mental health.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,Self-sabotage often makes sense once you understand what it is trying to protect.,13,approved,
SG179,Growth asks you to stop choosing familiar pain over unfamiliar possibility.,Read it as a reminder to notice mental health.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,Growth asks you to stop choosing familiar pain over unfamiliar possibility.,11,approved,
SG180,Your triggers can become clues instead of commands.,This keeps mental health connected to daily life.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,Your triggers can become clues instead of commands.,8,approved,
SG181,Emotional maturity is learning to respond from the present rather than reenact the past.,The clearest everyday thread points back to mental health.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,Emotional maturity is learning to respond from the present rather than reenact the past.,14,approved,
SG182,The person blocking your next chapter may be the version of you still loyal to an old survival strategy.,The practical meaning stays close to mental health.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,The person blocking your next chapter may be the version of you still loyal to an old survival strategy.,19,approved,
SG183,Healing becomes real when insight starts changing behaviour.,A simple way to hold this is to remember mental health.,All,Wellness,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,,Self-Sabotage & Healing,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_03.csv,,Healing becomes real when insight starts changing behaviour.,8,approved,
SG184,Your life can feel different when your interpretation of it becomes more honest.,The clearest everyday thread points back to growth.,All,Mindset,Growth,Growth,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,Your life can feel different when your interpretation of it becomes more honest.,13,approved,
SG185,Not every uncomfortable emotion is evidence that something is wrong.,The message makes more sense with growth in mind.,All,Mindset,Growth,Growth,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,Not every uncomfortable emotion is evidence that something is wrong.,10,approved,
SG186,Stop measuring progress only by what can be seen from the outside.,The everyday meaning comes back to growth.,All,Mindset,Growth,Growth,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,Stop measuring progress only by what can be seen from the outside.,12,approved,
SG187,Patterns become easier to change after you stop romanticizing them.,What this highlights most clearly is the role of growth.,All,Mindset,Growth,Growth,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,Patterns become easier to change after you stop romanticizing them.,10,approved,
SG188,Clarity often arrives when you stop forcing the answer you hoped to hear.,"At heart, this is about growth.",All,Mindset,Growth,Hope,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,Clarity often arrives when you stop forcing the answer you hoped to hear.,13,approved,
SG189,Your future improves when you become curious about your recurring reactions.,The real-world focus here stays on growth.,All,Mindset,Growth,Growth,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,Your future improves when you become curious about your recurring reactions.,11,approved,
SG190,A new perspective can make an old problem easier to carry or solve.,The message is easier to carry with growth in mind.,All,Mindset,Growth,Growth,inspired_by,101 Essays That Will Change the Way You Think,Brianna Wiest,,Perspective & Emotional Growth,,,"growth,journey,reading",self_growth,data/library/self_growth_part_03.csv,,A new perspective can make an old problem easier to carry or solve.,13,approved,
SG191,Success feels hollow when achievement grows faster than inner life.,A practical reading starts by noticing purpose and meaning.,All,Mindset,Purpose & Meaning,Dreams,inspired_by,The Monk Who Sold His Ferrari,Robin Sharma,,Purpose & Self-Mastery,,,"journey,work,reading",self_growth,data/library/self_growth_part_03.csv,,Success feels hollow when achievement grows faster than inner life.,10,approved,
SG192,Protect your mind with the same seriousness you protect your career.,Keep the attention on purpose and meaning in ordinary moments.,All,Mindset,Purpose & Meaning,Dreams,inspired_by,The Monk Who Sold His Ferrari,Robin Sharma,,Purpose & Self-Mastery,,,"journey,work,reading",self_growth,data/library/self_growth_part_03.csv,,Protect your mind with the same seriousness you protect your career.,11,approved,
SG193,Daily discipline can create a peaceful life without reducing ambition.,This is a quiet reminder to notice purpose and meaning.,All,Mindset,Purpose & Meaning,Discipline & Action,inspired_by,The Monk Who Sold His Ferrari,Robin Sharma,,Purpose & Self-Mastery,,,"journey,work,reading",self_growth,data/library/self_growth_part_03.csv,,Daily discipline can create a peaceful life without reducing ambition.,10,approved,
SG194,Your calendar reveals whether your values are real or merely admired.,The message makes more sense with purpose and meaning in mind.,All,Mindset,Purpose & Meaning,Dreams,inspired_by,The Monk Who Sold His Ferrari,Robin Sharma,,Purpose & Self-Mastery,,,"journey,work,reading",self_growth,data/library/self_growth_part_03.csv,,Your calendar reveals whether your values are real or merely admired.,11,approved,
